0,-0,0.2,1
0.02,-0.019999,0.2,0.9998
0.04,-0.039989,0.2,0.9992
0.06,-0.059964,0.2,0.9982
0.08,-0.079915,0.2,0.9968
0.1,-0.099833,0.2,0.995
0.12,-0.11971,0.2,0.99281
0.14,-0.13954,0.2,0.99022
0.16,-0.15932,0.2,0.98723
0.18,-0.17903,0.2,0.98384
0.2,-0.19867,0.2,0.98007
0.22,-0.21823,0.2,0.9759
0.24,-0.2377,0.2,0.97134
0.26,-0.25708,0.2,0.96639
0.28,-0.27636,0.2,0.96106
0.3,-0.29552,0.2,0.95534
0.32,-0.31457,0.2,0.94924
0.34,-0.33349,0.2,0.94275
0.36,-0.35227,0.2,0.9359
0.38,-0.37092,0.2,0.92866
0.4,-0.38942,0.2,0.92106
0.42,-0.40776,0.2,0.91309
0.44,-0.42594,0.2,0.90475
0.46,-0.44395,0.2,0.89605
0.48,-0.46178,0.2,0.88699
0.5,-0.47943,0.2,0.87758
0.52,-0.49688,0.2,0.86782
0.54,-0.51414,0.2,0.85771
0.56,-0.53119,0.2,0.84726
0.58,-0.54802,0.2,0.83646
0.6,-0.56464,0.2,0.82534
0.62,-0.58104,0.2,0.81388
0.64,-0.5972,0.2,0.8021
0.66,-0.61312,0.2,0.78999
0.68,-0.62879,0.2,0.77757
0.7,-0.64422,0.2,0.76484
0.72,-0.65938,0.2,0.75181
0.74,-0.67429,0.2,0.73847
0.76,-0.68892,0.2,0.72484
0.78,-0.70328,0.2,0.71091
0.8,-0.71736,0.2,0.69671
0.82,-0.73115,0.2,0.68222
0.84,-0.74464,0.2,0.66746
0.86,-0.75784,0.2,0.65244
0.88,-0.77074,0.2,0.63715
0.9,-0.78333,0.2,0.62161
0.92,-0.7956,0.2,0.60582
0.94,-0.80756,0.2,0.58979
0.96,-0.81919,0.2,0.57352
0.98,-0.8305,0.2,0.55702
1,-0.84147,0.2,0.5403
1.02,-0.85211,0.2,0.52337
1.04,-0.8624,0.2,0.50622
1.06,-0.87236,0.2,0.48887
1.08,-0.88196,0.2,0.47133
1.1,-0.89121,0.2,0.4536
1.12,-0.9001,0.2,0.43568
1.14,-0.90863,0.2,0.41759
1.16,-0.9168,0.2,0.39934
1.18,-0.92461,0.2,0.38092
1.2,-0.93204,0.2,0.36236
1.22,-0.9391,0.2,0.34365
1.24,-0.94578,0.2,0.3248
1.26,-0.95209,0.2,0.30582
1.28,-0.95802,0.2,0.28672
1.3,-0.96356,0.2,0.2675
1.32,-0.96872,0.2,0.24818
1.34,-0.97348,0.2,0.22875
1.36,-0.97786,0.2,0.20924
1.38,-0.98185,0.2,0.18964
1.4,-0.98545,0.2,0.16997
1.42,-0.98865,0.2,0.15023
1.44,-0.99146,0.2,0.13042
1.46,-0.99387,0.2,0.11057
1.48,-0.99588,0.2,0.090672
1.5,-0.99749,0.2,0.070737
1.52,-0.99871,0.2,0.050774
1.54,-0.99953,0.2,0.030791
1.56,-0.99994,0.2,0.010796
1.58,-0.99996,0.2,-0.0092035
1.6,-0.99957,0.2,-0.0292
1.62,-0.99879,0.2,-0.049184
1.64,-0.99761,0.2,-0.069148
1.66,-0.99602,0.2,-0.089085
1.68,-0.99404,0.2,-0.10899
1.7,-0.99166,0.2,-0.12884
1.72,-0.98889,0.2,-0.14865
1.74,-0.98572,0.2,-0.1684
1.76,-0.98215,0.2,-0.18808
1.78,-0.9782,0.2,-0.20768
1.8,-0.97385,0.2,-0.2272
1.82,-0.96911,0.2,-0.24663
1.84,-0.96398,0.2,-0.26596
1.86,-0.95847,0.2,-0.28519
1.88,-0.95258,0.2,-0.3043
1.9,-0.9463,0.2,-0.32329
1.92,-0.93965,0.2,-0.34215
1.94,-0.93262,0.2,-0.36087
1.96,-0.92521,0.2,-0.37945
1.98,-0.91744,0.2,-0.39788
2,-0.9093,0.2,-0.41615
2.02,-0.90079,0.2,-0.43425
2.04,-0.89193,0.2,-0.45218
2.06,-0.88271,0.2,-0.46992
2.08,-0.87313,0.2,-0.48748
2.1,-0.86321,0.2,-0.50485
2.12,-0.85294,0.2,-0.52201
2.14,-0.84233,0.2,-0.53896
2.16,-0.83138,0.2,-0.5557
2.18,-0.8201,0.2,-0.57221
2.2,-0.8085,0.2,-0.5885
2.22,-0.79657,0.2,-0.60455
2.24,-0.78432,0.2,-0.62036
2.26,-0.77175,0.2,-0.63592
2.28,-0.75888,0.2,-0.65123
2.3,-0.74571,0.2,-0.66628
2.32,-0.73223,0.2,-0.68106
2.34,-0.71846,0.2,-0.69556
2.36,-0.70441,0.2,-0.70979
2.38,-0.69007,0.2,-0.72374
2.4,-0.67546,0.2,-0.73739
2.42,-0.66058,0.2,-0.75075
2.44,-0.64543,0.2,-0.76382
2.46,-0.63003,0.2,-0.77657
2.48,-0.61437,0.2,-0.78901
2.5,-0.59847,0.2,-0.80114
2.52,-0.58233,0.2,-0.81295
2.54,-0.56596,0.2,-0.82444
2.56,-0.54936,0.2,-0.83559
2.58,-0.53253,0.2,-0.84641
2.6,-0.5155,0.2,-0.85689
2.62,-0.49826,0.2,-0.86703
2.64,-0.48082,0.2,-0.87682
2.66,-0.46319,0.2,-0.88626
2.68,-0.44537,0.2,-0.89534
2.7,-0.42738,0.2,-0.90407
2.72,-0.40921,0.2,-0.91244
2.74,-0.39088,0.2,-0.92044
2.76,-0.3724,0.2,-0.92807
2.78,-0.35376,0.2,-0.93533
2.8,-0.33499,0.2,-0.94222
2.82,-0.31608,0.2,-0.94873
2.84,-0.29704,0.2,-0.95486
2.86,-0.27789,0.2,-0.96061
2.88,-0.25862,0.2,-0.96598
2.9,-0.23925,0.2,-0.97096
2.92,-0.21978,0.2,-0.97555
2.94,-0.20023,0.2,-0.97975
2.96,-0.1806,0.2,-0.98356
2.98,-0.16089,0.2,-0.98697
3,-0.14112,0.2,-0.98999
3.02,-0.12129,0.2,-0.99262
3.04,-0.10142,0.2,-0.99484
3.06,-0.081502,0.2,-0.99667
3.08,-0.061554,0.2,-0.9981
3.1,-0.041581,0.2,-0.99914
3.12,-0.021591,0.2,-0.99977
3.14,-0.0015927,0.2,-1
3.16,0.018406,0.2,-0.99983
3.18,0.038398,0.2,-0.99926
3.2,0.058374,0.2,-0.99829
3.22,0.078327,0.2,-0.99693
3.24,0.098249,0.2,-0.99516
3.26,0.11813,0.2,-0.993
3.28,0.13797,0.2,-0.99044
3.3,0.15775,0.2,-0.98748
3.32,0.17746,0.2,-0.98413
3.34,0.19711,0.2,-0.98038
3.36,0.21668,0.2,-0.97624
3.38,0.23616,0.2,-0.97172
3.4,0.25554,0.2,-0.9668
3.42,0.27482,0.2,-0.96149
3.44,0.294,0.2,-0.95581
3.46,0.31305,0.2,-0.94974
3.48,0.33199,0.2,-0.94328
3.5,0.35078,0.2,-0.93646
3.52,0.36944,0.2,-0.92925
3.54,0.38795,0.2,-0.92168
3.56,0.40631,0.2,-0.91374
3.58,0.4245,0.2,-0.90543
3.6,0.44252,0.2,-0.89676
3.62,0.46037,0.2,-0.88773
3.64,0.47803,0.2,-0.87835
3.66,0.4955,0.2,-0.86861
3.68,0.51277,0.2,-0.85853
3.7,0.52984,0.2,-0.8481
3.72,0.54669,0.2,-0.83733
3.74,0.56333,0.2,-0.82623
3.76,0.57974,0.2,-0.8148
3.78,0.59592,0.2,-0.80305
3.8,0.61186,0.2,-0.79097
3.82,0.62755,0.2,-0.77857
3.84,0.643,0.2,-0.76587
3.86,0.65819,0.2,-0.75285
3.88,0.67311,0.2,-0.73954
3.9,0.68777,0.2,-0.72593
3.92,0.70215,0.2,-0.71203
3.94,0.71625,0.2,-0.69785
3.96,0.73006,0.2,-0.68338
3.98,0.74358,0.2,-0.66865
4,0.7568,0.2,-0.65364
4.02,0.76972,0.2,-0.63838
4.04,0.78234,0.2,-0.62286
4.06,0.79464,0.2,-0.60709
4.08,0.80662,0.2,-0.59107
4.1,0.81828,0.2,-0.57482
4.12,0.82961,0.2,-0.55834
4.14,0.84061,0.2,-0.54164
4.16,0.85127,0.2,-0.52472
4.18,0.8616,0.2,-0.50759
4.2,0.87158,0.2,-0.49026
4.22,0.88121,0.2,-0.47273
4.24,0.89048,0.2,-0.45501
4.26,0.89941,0.2,-0.43712
4.28,0.90797,0.2,-0.41904
4.3,0.91617,0.2,-0.4008
4.32,0.924,0.2,-0.3824
4.34,0.93146,0.2,-0.36384
4.36,0.93855,0.2,-0.34514
4.38,0.94527,0.2,-0.3263
4.4,0.9516,0.2,-0.30733
4.42,0.95756,0.2,-0.28824
4.44,0.96313,0.2,-0.26903
4.46,0.96832,0.2,-0.24972
4.48,0.97312,0.2,-0.2303
4.5,0.97753,0.2,-0.2108
4.52,0.98155,0.2,-0.1912
4.54,0.98518,0.2,-0.17154
4.56,0.98841,0.2,-0.1518
4.58,0.99125,0.2,-0.132
4.6,0.99369,0.2,-0.11215
4.62,0.99574,0.2,-0.092258
4.64,0.99738,0.2,-0.072326
4.66,0.99863,0.2,-0.052365
4.68,0.99948,0.2,-0.032383
4.7,0.99992,0.2,-0.012389
4.72,0.99997,0.2,0.0076109
4.74,0.99962,0.2,0.027608
4.76,0.99887,0.2,0.047593
4.78,0.99772,0.2,0.06756
4.8,0.99616,0.2,0.087499
4.82,0.99422,0.2,0.1074
4.84,0.99187,0.2,0.12726
4.86,0.98913,0.2,0.14708
4.88,0.98599,0.2,0.16683
4.9,0.98245,0.2,0.18651
4.92,0.97853,0.2,0.20612
4.94,0.97421,0.2,0.22565
4.96,0.9695,0.2,0.24509
4.98,0.96441,0.2,0.26443
