5.7,0.83471,1.14,-0.55069,-0.11014,-7.2708,0.11014
5.72,0.84556,1.144,-0.53388,-0.10678,-7.2908,0.10678
5.74,0.85607,1.148,-0.51687,-0.10337,-7.3108,0.10337
5.76,0.86623,1.152,-0.49964,-0.099928,-7.3308,0.099928
5.78,0.87605,1.156,-0.48222,-0.096444,-7.3508,0.096444
5.8,0.88552,1.16,-0.4646,-0.09292,-7.3708,0.09292
5.82,0.89463,1.164,-0.4468,-0.08936,-7.3908,0.08936
5.84,0.90339,1.168,-0.42882,-0.085764,-7.4108,0.085764
5.86,0.91179,1.172,-0.41067,-0.082133,-7.4308,0.082133
5.88,0.91982,1.176,-0.39235,-0.07847,-7.4508,0.07847
5.9,0.92748,1.18,-0.37388,-0.074775,-7.4708,0.074775
5.92,0.93477,1.184,-0.35525,-0.071051,-7.4908,0.071051
5.94,0.94169,1.188,-0.33649,-0.067298,-7.5108,0.067298
5.96,0.94823,1.192,-0.31759,-0.063518,-7.5308,0.063518
5.98,0.95439,1.196,-0.29856,-0.059712,-7.5508,0.059712
6,0.96017,1.2,-0.27942,-0.055883,-7.5708,0.055883
6.02,0.96557,1.204,-0.26016,-0.052031,-7.5908,0.052031
6.04,0.97058,1.208,-0.2408,-0.048159,-7.6108,0.048159
6.06,0.9752,1.212,-0.22134,-0.044267,-7.6308,0.044267
6.08,0.97943,1.216,-0.20179,-0.040358,-7.6508,0.040358
6.1,0.98327,1.22,-0.18216,-0.036433,-7.6708,0.036433
6.12,0.98671,1.224,-0.16246,-0.032492,-7.6908,0.032492
6.14,0.98977,1.228,-0.1427,-0.028539,-7.7108,0.028539
6.16,0.99242,1.232,-0.12287,-0.024575,-7.7308,0.024575
6.18,0.99468,1.236,-0.103,-0.0206,-7.7508,0.0206
6.2,0.99654,1.24,-0.083089,-0.016618,-7.7708,0.016618
6.22,0.998,1.244,-0.063143,-0.012629,-7.7908,0.012629
6.24,0.99907,1.248,-0.043172,-0.0086344,-7.8108,0.0086344
6.26,0.99973,1.252,-0.023183,-0.0046366,-7.8308,0.0046366
6.28,0.99999,1.256,-0.0031853,-0.00063706,-7.8508,0.00063706
6.3,0.99986,1.26,0.016814,0.0033628,-7.8708,-0.0033628
6.32,0.99932,1.264,0.036806,0.0073613,-7.8908,-0.0073613
6.34,0.99839,1.268,0.056784,0.011357,-7.9108,-0.011357
6.36,0.99705,1.272,0.076739,0.015348,-7.9308,-0.015348
6.38,0.99532,1.276,0.096664,0.019333,-7.9508,-0.019333
6.4,0.99318,1.28,0.11655,0.02331,-7.9708,-0.02331
6.42,0.99066,1.284,0.13639,0.027278,-7.9908,-0.027278
6.44,0.98773,1.288,0.15617,0.031235,-8.0108,-0.031235
6.46,0.98441,1.292,0.17589,0.035179,-8.0308,-0.035179
6.48,0.98069,1.296,0.19555,0.039109,-8.0508,-0.039109
6.5,0.97659,1.3,0.21512,0.043024,-8.0708,-0.043024
6.52,0.97209,1.304,0.23461,0.046921,-8.0908,-0.046921
6.54,0.9672,1.308,0.254,0.0508,-8.1108,-0.0508
6.56,0.96193,1.312,0.27329,0.054659,-8.1308,-0.054659
6.58,0.95627,1.316,0.29248,0.058495,-8.1508,-0.058495
6.6,0.95023,1.32,0.31154,0.062308,-8.1708,-0.062308
6.62,0.94381,1.324,0.33048,0.066096,-8.1908,-0.066096
6.64,0.93701,1.328,0.34929,0.069858,-8.2108,-0.069858
6.66,0.92984,1.332,0.36796,0.073592,-8.2308,-0.073592
6.68,0.9223,1.336,0.38648,0.077297,-8.2508,-0.077297
6.7,0.91438,1.34,0.40485,0.08097,-8.2708,-0.08097
6.72,0.9061,1.344,0.42306,0.084611,-8.2908,-0.084611
6.74,0.89746,1.348,0.44109,0.088218,-8.3108,-0.088218
6.76,0.88846,1.352,0.45895,0.09179,-8.3308,-0.09179
6.78,0.87911,1.356,0.47663,0.095326,-8.3508,-0.095326
6.8,0.8694,1.36,0.49411,0.098823,-8.3708,-0.098823
6.82,0.85934,1.364,0.5114,0.10228,-8.3908,-0.10228
6.84,0.84894,1.368,0.52848,0.1057,-8.4108,-0.1057
6.86,0.8382,1.372,0.54536,0.10907,-8.4308,-0.10907
6.88,0.82713,1.376,0.56201,0.1124,-8.4508,-0.1124
6.9,0.81573,1.38,0.57844,0.11569,-8.4708,-0.11569
6.92,0.80399,1.384,0.59464,0.11893,-8.4908,-0.11893
6.94,0.79194,1.388,0.6106,0.12212,-8.5108,-0.12212
6.96,0.77957,1.392,0.62631,0.12526,-8.5308,-0.12526
6.98,0.76689,1.396,0.64178,0.12836,-8.5508,-0.12836
7,0.7539,1.4,0.65699,0.1314,-8.5708,-0.1314
7.02,0.74061,1.404,0.67193,0.13439,-8.5908,-0.13439
7.04,0.72703,1.408,0.68661,0.13732,-8.6108,-0.13732
7.06,0.71315,1.412,0.70101,0.1402,-8.6308,-0.1402
7.08,0.69899,1.416,0.71513,0.14303,-8.6508,-0.14303
7.1,0.68455,1.42,0.72897,0.14579,-8.6708,-0.14579
7.12,0.66983,1.424,0.74251,0.1485,-8.6908,-0.1485
7.14,0.65485,1.428,0.75576,0.15115,-8.7108,-0.15115
7.16,0.6396,1.432,0.76871,0.15374,-8.7308,-0.15374
7.18,0.6241,1.436,0.78134,0.15627,-8.7508,-0.15627
7.2,0.60835,1.44,0.79367,0.15873,-8.7708,-0.15873
7.22,0.59236,1.444,0.80568,0.16114,-8.7908,-0.16114
7.24,0.57613,1.448,0.81736,0.16347,-8.8108,-0.16347
7.26,0.55967,1.452,0.82872,0.16574,-8.8308,-0.16574
7.28,0.54298,1.456,0.83975,0.16795,-8.8508,-0.16795
7.3,0.52608,1.46,0.85044,0.17009,-8.8708,-0.17009
7.32,0.50896,1.464,0.86079,0.17216,-8.8908,-0.17216
7.34,0.49165,1.468,0.87079,0.17416,-8.9108,-0.17416
7.36,0.47414,1.472,0.88045,0.17609,-8.9308,-0.17609
7.38,0.45643,1.476,0.88976,0.17795,-8.9508,-0.17795
7.4,0.43855,1.48,0.89871,0.17974,-8.9708,-0.17974
7.42,0.42049,1.484,0.9073,0.18146,-8.9908,-0.18146
7.44,0.40226,1.488,0.91553,0.18311,-9.0108,-0.18311
7.46,0.38387,1.492,0.92339,0.18468,-9.0308,-0.18468
7.48,0.36532,1.496,0.93088,0.18618,-9.0508,-0.18618
